id,segment_id,scene_id,start,end
358-1,0,0,0:07,0:15
358-1,1,1,0:16,0:26
358-1,2,2,0:27,0:37
358-1,3,3,0:38,0:50
358-1,4,4,0:51,0:57
359-2,0,0,1:13,2:36
359-3,0,0,6:01,6:11
359-3,1,1,7:05,7:14
360-2,0,0,0:58,1:05
362-2,0,0,2:45,2:46
362-2,1,1,2:51,2:51
362-2,2,2,2:55,2:56
362-3,0,0,3:31,3:33
362-3,1,0,4:05,4:15
362-3,2,0,4:33,4:38
362-3,3,0,4:47,5:01
362-3,4,0,5:06,5:15
362-3,5,0,6:00,6:12
362-3,6,0,6:16,6:28
363-3,0,0,2:20,2:31
364-3,0,0,4:01,4:19
367-1,0,0,2:55,3:16
368-1,0,0,0:35,0:37
368-3,0,0,3:41,4:00
370-2,0,0,4:28,4:55
370-2,0,0,5:04,5:07
370-2,0,0,5:18,5:24
370-2,0,0,5:42,5:42
371-1,0,0,2:47,2:48
372-1,0,0,3:44,3:47
372-3,0,0,4:12,5:08
373-1,0,0,1:05,1:28
373-1,1,0,1:38,1:40
373-1,2,0,6:45,7:06
373-3,0,0,4:48,4:53
375-1,0,0,7:49,12:46
375-1,1,1,12:46,13:32
375-1,2,2,1:35,2:45
375-1,3,3,2:45,3:37
375-1,4,4,6:12,7:49
375-1,5,5,3:37,6:12
375-3,0,0,0:10,0:19
375-3,1,0,0:26,0:47
375-3,2,0,0:55,1:35
375-3,3,0,3:39,4:02
375-3,4,0,5:43,6:12
375-3,5,0,7:08,7:39
375-3,6,0,7:43,7:49
375-3,7,0,7:52,7:53
375-3,8,0,8:15,8:35
375-3,9,0,9:33,9:44
375-3,10,0,13:40,14:40
375-3,11,1,0:54,0:55
375-3,12,1,2:25,2:45
375-3,13,1,2:48,3:15
375-3,14,1,4:29,4:51
375-3,15,1,4:57,5:00
375-3,16,1,5:06,5:08
375-3,17,1,5:29,5:33
375-3,18,1,6:26,6:53
375-3,19,1,7:02,7:06
375-3,20,1,8:51,9:24
375-3,21,1,9:47,9:51
375-3,22,1,10:00,12:46
375-3,23,1,12:49,13:06
375-3,24,1,13:15,13:27
376-1,0,0,0:18,0:24
376-1,1,0,0:27,0:29
376-1,2,0,0:34,0:38
376-1,3,0,0:46,1:44
376-1,4,0,2:00,3:46
376-1,5,0,3:56,4:58
376-1,6,0,5:16,5:58
376-1,7,0,6:13,6:27
376-2,0,0,2:19,2:20
381-1,0,0,1:07,1:10
381-1,1,1,1:10,1:12
381-1,2,2,1:12,1:13
381-1,3,3,1:13,1:14
384-1,0,0,1:41,1:48
386-1,0,0,0:29,0:38
389-1,0,0,3:58,4:09
389-1,1,0,4:11,4:20
390-1,0,0,0:08,0:08
390-2,0,0,8:42,8:47
391-2,0,0,2:45,2:46
391-3,0,0,10:36,11:04
392-1,0,0,0:34,0:38
392-1,1,0,2:00,2:03
392-1,2,1,0:41,0:47
392-1,3,2,1:25,1:26
392-1,4,2,1:32,1:32
392-1,5,2,1:35,1:36
392-1,6,2,1:40,1:40
392-3,0,0,0:14,0:25
395-1,0,0,1:52,2:05
395-1,1,1,2:11,2:12
397-2,0,0,7:49,8:08
398-1,0,0,2:24,2:42
398-1,1,1,2:43,2:59
398-2,0,0,2:07,6:24
398-2,1,1,9:27,9:44
398-3,0,0,9:54,10:30
399-2,0,0,3:07,3:22
399-2,1,1,3:35,3:39
399-2,2,2,4:07,4:15
399-2,3,3,4:25,4:37
399-2,4,4,6:29,6:54
400-1,0,0,0:14,1:22
400-2,0,0,3:06,3:08
400-2,1,1,3:10,3:10
400-2,2,1,3:13,3:13
400-2,3,1,3:17,3:17
400-3,0,0,4:28,4:28
400-3,1,1,4:36,4:36
400-3,2,2,4:54,4:55
400-3,3,3,4:59,4:59
400-3,4,4,5:04,5:04
400-3,5,5,5:44,5:44
400-3,6,6,5:47,5:47
401-2,0,0,0:04,1:06
401-2,1,0,1:12,2:11
401-2,2,1,2:19,3:10
401-2,3,1,3:14,3:56
402-2,0,0,2:08,2:08
402-2,1,0,3:07,3:08
402-2,2,0,5:08,5:09
402-2,3,0,6:01,6:09
402-3,0,0,0:35,0:37
402-3,1,0,0:39,0:43
402-3,2,0,1:21,1:36
402-3,3,0,1:41,1:51
402-3,4,0,1:58,2:01
402-3,5,0,2:07,2:09
402-3,6,0,2:15,2:15
402-3,7,0,2:19,2:22
402-3,8,0,2:29,2:34
402-3,9,0,2:39,2:41
402-3,10,0,2:53,2:53
403-2,0,0,1:25,1:40
403-3,0,0,0:24,0:28
403-3,1,1,2:51,2:54
403-3,2,1,3:00,3:01
405-2,0,0,7:47,11:08
406-2,0,0,2:44,3:10
406-3,0,0,4:56,5:52
407-1,0,0,1:27,1:27
407-1,1,0,1:42,1:46
407-1,2,0,1:50,1:50
407-1,3,0,1:55,2:02
407-1,4,0,2:14,2:14
407-1,5,0,2:19,2:19
407-1,6,0,2:21,2:22
407-1,7,0,2:29,2:30
407-1,8,0,2:33,2:33
407-1,9,0,2:41,2:42
407-1,10,0,2:46,2:47
407-1,11,0,2:49,2:51
407-1,12,0,3:59,4:02
407-1,13,0,4:04,4:05
407-1,14,0,4:09,4:18
407-1,15,0,4:27,4:29
407-1,16,0,4:58,4:58
407-1,17,0,5:09,5:10
407-1,18,0,5:25,5:28
407-2,0,0,0:00,0:47
407-2,1,0,0:50,0:59
407-2,2,0,1:05,1:10
407-2,3,0,1:13,1:46
407-2,4,0,1:51,2:21
407-2,5,0,2:23,2:46
407-2,6,0,2:53,2:56
407-2,7,0,2:58,3:02
407-2,8,0,3:08,3:11
407-2,9,0,3:17,3:53
407-2,10,0,4:02,4:08
407-2,11,0,4:13,4:22
407-2,12,0,4:29,5:23
407-2,13,0,5:28,5:29
407-2,14,0,5:34,6:55
407-2,15,0,7:03,7:55
407-2,16,0,8:28,8:49
407-2,17,0,8:55,9:04
407-2,18,0,9:08,9:15
407-2,19,0,9:19,9:38
407-2,20,0,9:44,9:48
409-3,0,0,1:19,1:21
410-3,0,0,3:48,4:18
411-2,0,0,0:29,0:41
412-3,0,0,11:12,12:25
413-3,0,0,7:46,11:18
416-1,0,0,0:00,0:18
416-1,1,0,0:24,0:27
416-1,2,0,0:35,0:38
416-2,0,0,1:08,1:32
418-1,0,0,0:00,0:12
418-2,0,0,0:18,0:25
418-3,0,0,1:32,1:37
419-2,0,0,0:54,2:54
419-3,0,0,11:37,12:26
420-2,0,0,6:46,7:50
421-1,0,0,0:00,0:18
421-1,1,1,0:27,0:36
421-2,0,0,0:08,0:40
422-1,0,0,0:00,0:16
422-3,0,0,9:16,9:27
423-1,0,0,0:04,4:27
423-3,0,0,0:54,4:26
425-1,0,0,0:34,2:53
425-1,1,1,3:02,6:52
426-2,0,0,1:43,1:48
426-2,1,0,1:55,2:08
426-2,2,0,2:12,2:13
426-2,3,0,2:17,2:17
426-2,4,0,2:20,2:25
426-3,0,0,0:02,0:07
427-1,0,0,0:51,0:54
427-1,1,0,0:59,1:20
427-1,2,0,1:52,1:54
428-2,0,0,2:11,2:23
428-2,1,0,2:27,2:33
428-2,2,0,3:05,3:22
428-2,3,0,3:29,3:33
428-2,4,0,3:43,3:45
428-2,5,0,3:58,4:02
428-2,6,0,4:21,4:24
428-2,7,0,4:28,4:31
428-2,8,0,4:38,4:39
428-2,9,0,4:53,4:58
428-2,10,0,5:05,5:27
428-2,11,0,5:31,5:34
428-2,12,0,5:39,5:42
428-2,13,0,5:52,6:15
428-2,14,0,6:33,6:38
428-2,15,0,6:50,6:55
428-2,16,0,7:09,7:18
428-2,17,0,7:23,7:30
428-2,18,0,7:44,7:46
428-2,19,0,7:50,8:03
428-2,20,0,10:00,10:04
428-2,21,0,10:23,10:39
428-2,22,0,10:58,11:01
428-2,23,0,11:09,11:13
428-2,24,0,11:21,11:24
428-2,25,0,11:30,11:42
428-2,26,0,11:51,11:56
428-2,27,0,12:08,12:10
428-2,28,0,12:20,12:22
428-2,29,0,12:24,12:29
429-2,0,0,0:53,1:26
429-2,1,0,1:34,1:39
429-3,0,0,2:12,2:14
429-3,1,0,3:16,3:17
429-3,2,0,4:16,4:17
429-3,3,0,4:32,4:34
429-3,4,0,5:42,5:47
429-3,5,0,5:53,5:57
429-3,6,0,6:10,6:11
429-3,7,1,3:39,3:43
429-3,8,2,3:43,3:48
429-3,9,3,3:48,3:52
429-3,10,4,3:53,3:56
429-3,11,5,3:56,4:01
430-3,0,0,0:15,4:49
432-2,0,0,0:07,0:12
433-1,0,0,2:27,2:27
435-1,0,0,0:25,11:07
436-2,0,0,0:55,5:51
436-2,1,1,6:03,6:52
436-2,2,1,7:13,9:54
436-3,0,0,0:07,9:55
437-1,0,0,3:33,3:33
437-1,1,0,3:36,3:38
437-1,2,0,3:46,3:48
437-1,3,0,3:52,4:00
437-1,4,0,4:12,4:13
437-1,5,0,4:20,4:26
437-1,6,0,4:31,4:38
437-1,7,0,5:48,6:08
437-1,8,0,6:57,7:26
437-3,0,0,0:00,0:12
437-3,1,0,0:27,0:34
437-3,2,0,1:07,1:52
437-3,3,0,1:56,4:01
437-3,4,0,4:49,4:51
437-3,5,0,4:53,4:55
437-3,6,0,4:59,4:59
437-3,7,0,5:03,6:34
437-3,8,0,7:29,7:35
437-3,9,0,7:41,8:30
437-3,10,0,9:05,9:22
437-3,11,0,9:30,11:03
437-3,12,0,11:11,11:20
437-3,13,0,11:24,11:27
438-1,0,0,1:46,1:47
438-1,1,1,1:58,2:00
438-1,2,2,2:30,2:32
438-1,3,3,3:24,3:26
438-1,4,4,5:21,5:22
438-1,5,5,5:56,6:00
438-1,6,6,8:43,8:45
438-3,0,0,0:02,0:16
438-3,1,0,2:25,2:29
438-3,2,0,2:36,2:37
438-3,3,0,3:05,3:12
438-3,4,0,3:14,3:19
438-3,5,0,3:21,3:22
438-3,6,0,3:38,3:42
438-3,7,0,4:05,4:09
438-3,8,0,4:15,4:28
438-3,9,0,4:34,4:37
438-3,10,0,5:03,5:11
438-3,11,0,6:24,6:27
438-3,12,0,6:29,6:40
438-3,13,0,6:44,6:53
438-3,14,0,7:21,7:23
438-3,15,0,8:30,8:39
438-3,16,0,10:39,10:44
440-3,0,0,0:22,0:24
441-1,0,0,0:34,0:35
442-3,0,0,3:28,3:28
443-2,0,0,4:14,4:16
443-2,1,1,4:20,4:21
443-2,2,2,4:25,4:26
443-2,3,3,4:29,4:31
443-2,4,4,4:40,4:41
443-2,5,5,4:45,4:46
443-2,6,6,4:49,4:51
443-2,7,7,4:54,4:56
443-2,8,8,4:49,5:01
443-3,0,0,5:19,7:06
445-3,0,0,1:18,1:20
445-3,1,1,1:36,1:37
446-2,0,0,0:11,0:11
446-2,0,0,0:06,10:44
446-2,1,0,0:20,0:20
446-2,2,0,0:29,0:29
446-2,3,0,0:35,0:35
446-2,4,0,0:43,0:49
446-2,5,0,0:58,0:58
446-2,6,0,1:06,1:07
446-2,7,0,1:28,1:31
446-2,8,0,1:34,1:39
446-2,9,0,1:51,1:54
446-2,10,0,2:09,2:09
446-2,11,0,2:11,2:15
446-2,12,0,2:18,2:19
446-2,13,0,2:26,2:26
446-2,14,0,2:33,2:36
446-2,15,0,2:47,2:47
446-2,16,0,2:58,2:59
446-2,17,0,3:03,3:09
446-2,18,0,3:27,3:28
446-2,19,0,3:39,3:39
446-2,20,0,3:52,3:52
446-2,21,0,3:55,3:55
446-2,22,0,4:10,4:10
446-2,23,0,4:22,4:28
446-2,24,0,4:40,4:42
446-2,25,0,4:50,4:51
446-2,26,0,4:54,4:56
446-2,27,0,5:06,5:07
446-2,28,0,5:17,5:20
446-2,29,0,5:26,5:26
446-2,30,0,5:35,5:36
446-2,31,0,5:45,5:50
446-2,32,0,6:02,6:02
446-2,33,0,6:18,6:19
446-2,34,0,6:32,6:32
446-2,35,0,6:44,6:46
446-2,36,0,7:38,7:38
446-2,37,0,7:52,7:52
446-2,38,0,8:19,8:21
446-2,39,0,8:30,8:32
446-2,40,0,8:34,8:34
446-2,41,0,9:16,9:16
446-2,42,0,9:40,9:41
446-2,43,0,9:51,9:51
446-2,44,0,10:01,10:01
446-2,45,0,10:10,10:11
446-2,46,0,10:25,10:27
446-2,47,0,10:38,10:38
447-1,0,0,1:07,10:21
447-3,0,0,7:43,7:46
448-3,0,0,7:58,8:04
448-3,1,1,8:04,8:10
448-3,2,2,8:10,8:18
448-3,3,3,8:18,8:22
449-1,0,0,2:16,2:20
449-2,0,0,0:13,5:22
449-2,1,1,5:30,10:46
450-1,0,0,2:09,2:13
450-1,1,1,8:00,8:03
450-1,2,2,12:58,13:02
450-2,0,0,3:05,3:07
450-2,1,0,7:39,7:41
450-2,2,0,8:42,8:44
450-2,3,1,3:29,3:31
450-2,4,1,3:49,3:51
450-2,5,1,6:19,6:21
450-3,0,0,14:44,14:46
451-1,0,0,0:14,0:15
451-2,0,0,2:21,2:22
452-3,0,0,1:26,2:00
453-1,0,0,2:06,2:11
453-3,0,0,7:32,7:37
454-2,0,0,4:50,5:22
455-1,0,0,0:28,0:38
455-3,0,0,11:43,11:43
456-3,0,0,0:09,1:59
457-2,0,0,1:03,1:06
457-2,1,0,1:11,1:14
457-2,2,1,1:26,1:28
457-2,3,1,1:30,1:32
457-2,4,1,1:34,1:37
459-1,0,0,6:08,6:46
459-3,0,0,8:32,8:32
460-1,0,0,9:37,10:05
460-2,0,0,11:10,11:10
461-3,0,0,2:16,2:19
461-3,1,1,3:14,3:17
461-3,2,2,4:05,4:06
461-3,3,3,4:52,4:57
462-2,0,0,0:02,0:03
464-1,0,0,0:33,0:44
464-1,1,1,0:57,1:08
464-1,2,2,1:21,1:32
464-3,0,0,3:20,3:26
465-1,0,0,1:44,2:08
466-3,0,0,4:37,4:41
467-2,0,0,1:05,2:24
467-2,1,1,0:14,1:05
467-2,2,2,2:24,4:08
467-3,0,0,3:05,3:06
468-1,0,0,1:50,2:14
468-1,1,1,2:14,2:43
468-1,2,2,2:43,3:17
468-1,3,3,3:17,3:47
468-2,0,0,3:15,3:46
469-1,0,0,0:04,1:26
469-2,0,0,5:30,6:22
473-2,0,0,0:16,0:34
474-1,0,0,7:09,7:31
476-1,0,0,3:35,3:43
478-2,0,0,0:04,3:11
478-2,1,1,3:12,7:51
478-2,2,2,7:52,8:57
479-2,0,0,0:01,0:10
480-3,0,0,0:09,2:08
480-3,1,1,2:08,4:23
480-3,2,2,4:23,6:17
480-3,3,3,6:17,8:39
480-3,4,4,8:39,10:32
481-2,0,0,2:48,4:46
481-3,0,0,3:32,3:50
481-3,1,0,4:01,4:03
481-3,2,0,4:16,4:42
483-1,0,0,0:10,1:02
483-1,1,0,1:12,1:38
483-1,2,0,1:51,2:08
483-1,3,0,2:10,2:12
483-1,4,0,2:14,2:15
483-1,5,0,2:18,2:21
483-1,6,0,2:28,2:49
483-1,7,0,2:53,3:08
483-1,8,0,3:17,3:28
483-1,9,0,3:32,3:54
483-1,10,0,4:01,4:21
483-1,11,0,4:31,4:40
484-1,0,0,4:48,4:54
484-3,0,0,1:35,2:16
485-1,0,0,5:42,5:43
485-1,1,0,8:48,8:49
485-1,2,0,8:58,8:58
485-1,3,0,9:11,9:11
485-1,4,0,10:32,10:32
485-3,0,0,4:05,6:58
485-3,1,1,6:58,10:33
486-2,0,0,1:00,3:07
486-2,1,0,3:51,4:44
486-3,0,0,0:31,0:40
487-3,0,0,1:28,10:06
488-1,0,0,0:00,11:48
490-1,0,0,0:00,7:07
490-1,1,1,1:54,2:01
490-1,2,1,3:55,4:05
490-1,3,1,5:26,5:36
490-1,4,1,6:50,6:57
490-3,0,0,2:10,2:15
490-3,1,0,2:47,2:53
490-3,2,0,3:06,3:21
490-3,3,0,3:55,4:05
490-3,4,0,4:11,4:17
490-3,5,0,4:42,4:48
490-3,6,0,4:58,5:08
490-3,7,0,5:11,5:15
490-3,8,0,5:26,5:46
490-3,9,0,5:49,5:57
490-3,10,0,6:12,6:16
490-3,11,0,6:36,6:57
490-3,12,0,7:04,7:07
491-1,0,0,1:31,1:38
492-1,0,0,2:36,2:47
492-2,0,0,1:36,1:41
492-2,1,1,1:45,1:46
492-2,2,2,1:51,1:53
493-2,0,0,1:34,1:36
493-2,0,0,1:39,1:40
493-2,1,1,2:06,2:16
493-2,1,1,2:19,2:21
493-2,1,1,2:23,2:32
493-2,1,1,2:34,2:39
493-2,1,1,2:42,2:45
493-2,1,1,2:48,2:52
493-2,1,1,2:57,3:00
493-2,1,1,3:02,3:03
493-2,1,1,3:13,3:13
493-2,1,1,3:15,3:18
493-2,1,1,3:21,3:25
493-2,1,1,3:27,3:28
493-2,1,1,3:30,3:32
493-2,2,2,3:38,3:40
493-2,2,2,3:44,3:48
493-2,2,2,3:51,3:52
493-2,2,2,3:55,4:04
493-2,3,3,4:30,4:31
493-2,3,3,4:37,4:38
493-2,3,3,4:44,4:50
493-2,3,3,4:53,4:53
493-2,3,3,4:55,4:56
493-2,3,3,4:59,5:00
493-2,3,3,5:02,5:05
493-2,3,3,5:08,5:17
493-2,3,3,5:19,5:20
493-2,3,3,5:23,5:26
493-2,3,3,5:28,5:30
494-1,0,0,0:01,0:03
494-1,1,0,0:07,0:10
494-1,2,0,0:13,0:13
494-1,3,0,0:15,0:16
494-1,4,0,0:19,0:22
494-1,5,0,0:25,0:28
494-1,6,0,0:33,0:44
494-1,7,0,0:49,1:10
494-1,8,0,1:13,1:15
494-1,9,0,1:18,1:18
494-1,10,0,1:21,1:21
494-1,11,0,1:24,1:27
494-1,12,0,1:29,1:29
494-1,13,0,1:32,1:32
494-1,14,0,1:37,1:45
494-1,15,0,1:47,1:51
494-1,16,0,1:53,1:55
494-1,17,0,1:58,2:12
494-1,18,0,2:15,2:35
494-1,19,0,2:37,2:40
494-1,20,0,2:46,2:54
494-1,21,0,2:59,3:15
494-1,22,0,3:19,3:32
494-1,23,0,3:34,3:34
494-1,24,0,3:36,3:50
494-1,25,0,3:55,4:36
494-1,26,0,4:45,4:50
494-1,27,0,4:54,4:55
494-3,0,0,2:53,2:53
495-1,0,0,0:53,1:06
495-1,1,1,1:33,1:35
496-1,0,0,0:02,1:24
496-1,1,1,1:36,1:41
496-1,2,2,1:59,2:00
496-1,3,2,2:03,2:10
496-1,4,2,2:19,2:22
496-1,5,2,2:25,2:26
496-1,6,2,2:29,2:32
496-1,7,2,2:39,2:50
496-1,8,2,2:56,2:59
496-1,9,2,3:23,3:26
497-2,0,0,7:56,8:51
499-1,0,0,0:18,0:48
499-1,1,1,1:03,1:24
499-1,2,2,1:32,1:54
499-2,0,0,0:00,0:49
499-2,1,0,0:50,1:25
499-2,2,0,1:55,2:25
499-2,3,0,2:26,3:07
499-2,4,0,3:08,3:47
499-2,5,0,3:48,4:26
500-1,0,0,1:09,2:30
500-1,1,1,3:13,4:30
500-1,2,2,11:43,12:51
500-1,3,3,13:42,14:36
500-1,4,4,7:33,8:23
501-2,0,0,1:49,1:53
501-2,1,1,2:36,2:41
501-2,2,2,3:22,3:29
501-3,0,0,1:18,1:20
501-3,1,1,1:23,1:26
504-3,0,0,0:02,0:02
505-3,0,0,0:04,0:35
506-2,0,0,1:15,1:18
506-2,1,1,1:47,1:51
506-2,2,2,2:09,2:12
506-2,3,3,5:14,5:15
507-2,0,0,0:06,0:26
507-2,1,1,0:59,1:29
507-2,2,2,1:30,1:45
507-2,3,3,4:42,5:03
507-3,0,0,1:03,1:07
507-3,1,0,1:12,1:13
507-3,2,0,1:25,1:29
508-2,0,0,12:27,12:36
508-3,0,0,0:00,0:01
508-3,1,0,0:23,0:23
508-3,2,0,0:27,0:27
508-3,3,0,0:29,0:30
508-3,4,0,0:32,0:35
508-3,5,0,0:46,0:49
508-3,6,0,0:59,1:01
508-3,7,0,4:28,4:31
508-3,8,0,4:43,4:50
508-3,9,0,4:57,5:00
508-3,10,0,5:17,5:17
508-3,11,0,7:12,7:14
508-3,12,0,7:27,7:29
508-3,13,0,7:32,7:33
508-3,14,0,7:36,7:36
508-3,15,0,7:47,7:47
508-3,16,0,7:54,7:54
508-3,17,0,7:58,7:59
508-3,18,0,8:02,8:04
508-3,19,0,8:09,8:09
508-3,20,0,8:23,8:33
508-3,21,0,12:02,12:04
508-3,22,0,12:06,12:09
508-3,23,0,12:13,12:14
508-3,24,0,12:17,12:19
508-3,25,0,12:26,12:35
508-3,26,0,12:41,12:49
510-2,0,0,0:10,0:11
510-2,1,0,0:14,0:15
510-3,0,0,3:19,3:22
510-3,1,1,4:10,4:13
510-3,2,2,4:58,4:58
512-1,0,0,5:07,5:13
512-1,1,1,5:16,5:17
512-1,2,2,5:21,5:24
513-2,0,0,2:55,4:59
513-3,0,0,0:00,0:01
514-1,0,0,1:58,2:02
514-1,1,1,2:10,2:12
514-3,0,0,4:00,4:11
514-3,1,1,4:12,4:12
515-1,0,0,2:56,3:12
515-1,1,1,1:53,1:55
515-1,2,2,2:44,2:47
516-1,0,0,4:29,4:30
516-1,1,0,4:32,4:34
516-1,2,0,4:37,4:45
516-1,3,0,4:48,4:49
516-1,4,0,5:09,5:16
516-1,5,0,5:44,5:45
516-1,6,0,5:52,5:56
516-1,7,0,5:59,6:01
516-1,8,0,6:20,6:22
516-1,9,0,6:26,6:30
519-1,0,0,0:00,0:06
519-1,1,1,0:07,0:08
519-1,2,2,0:09,0:12
519-1,3,3,0:13,0:18
519-3,0,0,0:09,1:00
519-3,1,1,1:01,1:46
519-3,2,2,1:47,2:42
519-3,3,3,2:43,3:35
519-3,4,4,3:36,4:19
519-3,5,5,4:20,4:53
519-3,6,6,4:54,5:34
519-3,7,7,5:35,5:52
520-1,0,0,0:24,0:26
520-1,1,0,0:35,0:37
520-1,2,0,0:48,0:58
520-1,3,0,1:43,1:45
520-1,4,0,2:04,2:05
520-1,5,0,2:24,2:29
520-1,6,0,2:53,2:58
520-1,7,0,3:13,3:18
520-1,8,0,3:25,3:27
520-1,9,0,3:36,3:40
520-1,10,0,3:55,4:08
520-1,11,0,4:24,4:24
520-1,12,0,4:45,4:45
520-1,13,0,5:08,5:12
521-1,0,0,10:57,11:07
521-1,1,1,1:50,4:10
521-1,2,2,4:10,5:26
521-1,3,3,5:26,7:15
521-1,4,4,11:17,11:28
521-2,0,0,0:31,0:50
521-2,1,0,0:56,0:58
521-2,2,0,1:08,1:19
521-2,3,0,1:23,7:14
521-2,4,0,7:21,11:28
521-3,0,0,1:23,10:53
523-2,0,0,0:23,8:03
524-1,0,0,0:02,0:50
524-3,0,0,5:44,6:50
525-2,0,0,0:49,0:49
527-1,0,0,1:25,1:29
527-1,1,1,2:35,2:39
527-1,2,2,0:40,0:45
527-1,3,3,4:01,4:05
529-2,0,0,6:12,6:44
529-2,1,1,8:28,9:16
529-2,2,2,9:16,10:00
529-2,3,3,10:01,11:33
532-1,0,0,1:36,2:11
533-1,0,0,5:54,5:57
533-2,0,0,4:52,5:25
533-3,0,0,1:07,1:10
533-3,1,1,5:43,5:56
534-1,0,0,0:29,2:51
534-1,1,1,2:51,5:07
534-1,2,2,5:07,6:27
534-3,0,0,0:19,0:21
535-1,0,0,3:09,3:10
537-3,0,0,10:14,10:31
538-2,0,0,2:30,2:44
539-1,0,0,2:57,3:10
540-1,0,0,2:41,3:26
540-2,0,0,10:25,10:53
542-2,0,0,13:41,13:44
542-2,1,0,14:02,14:04
542-2,2,0,14:12,14:25
542-3,0,0,10:05,10:11
542-3,1,0,10:19,10:21
542-3,2,0,11:33,11:38
545-1,0,0,7:46,8:08
545-1,1,0,8:12,8:20
545-1,2,1,9:54,10:51
545-1,3,2,13:23,13:28
545-1,4,2,13:45,13:50
547-3,0,0,1:41,1:49
547-3,1,0,2:08,2:13
547-3,2,1,2:45,2:48
547-3,3,1,2:51,2:58
547-3,4,1,3:01,3:06
547-3,5,2,8:48,8:51
547-3,6,2,9:05,9:12
547-3,7,2,9:15,9:23
547-3,8,2,9:27,9:40
549-1,0,0,0:00,0:04
549-1,1,0,0:07,0:09
549-1,2,0,6:59,7:56
549-3,0,0,2:16,2:38
550-1,0,0,0:57,1:01
550-1,1,0,1:24,1:34
550-1,2,1,1:48,1:54
550-1,3,1,2:01,2:03
550-1,4,1,2:19,2:23
550-1,5,2,4:36,4:40
550-1,6,2,4:57,5:00
550-1,7,2,5:38,5:44
550-1,8,3,6:49,7:04
550-1,9,3,7:23,7:38
550-1,10,3,8:37,8:42
550-1,11,3,8:45,8:48
550-1,12,3,8:57,9:12
551-2,0,0,8:56,9:40
551-3,0,0,3:52,4:09
551-3,1,1,7:02,7:04
551-3,2,2,10:00,10:15
551-3,3,2,10:28,10:33
552-1,0,0,2:44,2:57
552-3,0,0,5:45,6:19
552-3,1,1,6:37,7:54
553-2,0,0,4:15,4:29
553-2,1,1,4:29,4:48
553-3,0,0,8:28,8:35
554-1,0,0,2:31,2:37
554-2,0,0,1:20,1:38
554-2,1,1,2:17,2:32
554-2,2,1,2:41,2:47
554-2,3,1,2:54,2:58
554-2,4,1,3:07,3:55
555-2,0,0,1:57,2:23
556-1,0,0,0:42,1:14
556-2,0,0,2:59,3:10
556-2,1,1,3:25,3:47
556-2,2,2,3:58,4:13
556-2,3,3,4:45,6:16
556-3,0,0,4:18,6:16
557-1,0,0,1:39,2:03
557-1,1,1,0:47,1:29
557-1,2,2,5:22,5:52
557-2,0,0,7:58,7:59
557-2,1,1,8:17,8:32
557-2,2,2,9:33,9:46
557-3,0,0,5:52,6:01
558-3,0,0,5:18,5:35
559-1,0,0,1:56,2:06
559-1,1,1,6:30,7:05
559-3,0,0,6:32,7:04
559-3,1,1,7:44,7:47
560-2,0,0,3:09,3:15
561-1,0,0,0:15,0:19
561-2,0,0,0:19,0:27
561-2,1,1,0:27,0:36
561-2,2,1,1:22,1:31
561-2,3,2,1:06,1:07
561-2,4,2,3:03,3:07
562-1,0,0,4:26,4:33
562-2,0,0,0:38,0:47
562-3,0,0,3:13,3:20
565-1,0,0,3:06,3:11
565-1,1,1,3:56,4:15
565-2,0,0,1:21,2:08
565-2,1,1,2:11,2:29
565-2,2,2,2:31,2:47
565-2,3,3,3:06,3:55
565-2,4,4,5:19,5:30
565-2,5,5,5:35,5:59
565-2,6,6,6:14,6:42
565-2,7,7,6:42,7:03
565-2,8,8,8:04,8:19
565-2,9,9,8:19,8:33
567-3,0,0,9:11,9:13
568-1,0,0,11:36,11:37
568-3,0,0,8:15,8:18
569-2,0,0,7:57,8:06
569-3,0,0,12:48,12:49
572-1,0,0,1:05,1:14
572-3,0,0,7:16,7:25
574-2,0,0,3:10,3:20
577-1,0,0,0:00,5:05
577-2,0,0,4:20,4:29
577-3,0,0,3:34,3:49
578-2,0,0,1:54,2:08
579-3,0,0,7:43,7:54
580-3,0,0,3:01,3:28
582-3,0,0,1:12,1:42
582-3,1,1,2:13,2:42
582-3,2,2,3:13,3:43
583-1,0,0,2:07,2:12
583-1,1,1,2:13,2:16
583-1,2,2,2:17,2:20
584-1,0,0,2:29,2:34
584-3,0,0,9:41,9:45
585-1,0,0,0:02,0:02
585-1,0,0,1:36,2:21
585-1,1,1,3:32,4:14
585-1,2,2,5:27,6:07
585-3,0,0,1:37,1:39
585-3,1,1,2:59,3:01
585-3,2,2,3:32,3:34
585-3,3,3,6:08,6:11
587-1,0,0,1:25,1:26
587-1,1,1,1:56,1:57
587-2,0,0,7:20,7:26
588-1,0,0,1:32,1:42
588-2,0,0,0:07,0:07
588-2,0,0,0:32,0:38
588-2,1,1,0:08,0:08
588-2,1,1,1:18,1:31
588-2,1,1,1:57,2:21
588-2,1,1,2:33,2:39
588-2,2,2,0:39,0:46
588-2,2,2,2:26,2:32
588-2,3,3,0:47,0:54
588-2,4,4,0:55,0:56
588-2,4,4,0:59,1:17
588-2,4,4,1:33,1:42
588-2,5,5,1:43,1:56
588-3,0,0,8:34,8:46
589-3,0,0,0:56,0:59
589-3,1,1,2:06,2:09
